var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,k_margins,numeric,is_xb1,deriv1,j1_1,j2_1,outcomeIsEq1,k_predict,k_by,k_at,marg_dims,title,model_vce,model_vcetype,vce,vcetype,margins,predict_label,expression,predict1_label,emptycells,predict,est_cmd,est_cmdline,est_depvar,cmdline,properties,cmd,_estimates_name,y,x,est
"1.land#0bn.ar_2020",.000041180876,8.9572211e-07,45.97506,0,.000039425293,.000042936459,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe pos_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","pos_inc","margins land##ar_2020, grand post","b V","margins","pos_inc_land","pos_inc","land","onemodel_full_population"
"1.land#1.ar_2020",.0082053626,.000037903559,216.48,0,.0081310729,.0082796523,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe pos_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","pos_inc","margins land##ar_2020, grand post","b V","margins","pos_inc_land","pos_inc","land","onemodel_full_population"
"2.land#0bn.ar_2020",-.000053358272,2.6218793e-06,-20.351154,0,-.000058497062,-.000048219481,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe pos_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","pos_inc","margins land##ar_2020, grand post","b V","margins","pos_inc_land","pos_inc","land","onemodel_full_population"
"2.land#1.ar_2020",.010568477,.00011813979,89.45739,0,.010336927,.010800027,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe pos_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","pos_inc","margins land##ar_2020, grand post","b V","margins","pos_inc_land","pos_inc","land","onemodel_full_population"
"3.land#0bn.ar_2020",-.0002997556,5.5342439e-06,-54.163784,0,-.00031060251,-.00028890869,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe pos_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","pos_inc","margins land##ar_2020, grand post","b V","margins","pos_inc_land","pos_inc","land","onemodel_full_population"
"3.land#1.ar_2020",.018035406,.00014892251,121.10598,0,.017743524,.018327288,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe pos_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","pos_inc","margins land##ar_2020, grand post","b V","margins","pos_inc_land","pos_inc","land","onemodel_full_population"
"_cons",.0019449054,7.3818551e-06,263.4711,0,.0019304372,.0019593735,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe pos_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","pos_inc","margins land##ar_2020, grand post","b V","margins","pos_inc_land","pos_inc","land","onemodel_full_population"
"0bn.land",.032863487,.0035076684,9.3690405,0,.025988583,.039738391,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"1.land",.011302791,.000022118615,511.00806,0,.011259438,.011346143,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"2.land",.01697336,.000073127318,232.10696,0,.016830033,.017116686,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"3.land",.028805846,.00010347036,278.39709,0,.028603049,.029008644,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"0bn.ar_2020",.012208956,.000021609767,564.974,0,.012166602,.012251311,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"1.ar_2020",.019004524,.000049974271,380.28616,0,.018906577,.019102471,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"0bn.land#0bn.ar_2020",.029311191,.003843633,7.6259079,2.4202862e-14,.021777809,.036844574,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"0bn.land#1.ar_2020",.046629813,.0080271615,5.8090038,6.2845649e-09,.030896865,.06236276,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"1.land#0bn.ar_2020",.010194646,.000022896067,445.25754,0,.01014977,.010239522,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"1.land#1.ar_2020",.015585167,.000052043448,299.46454,0,.015483164,.015687171,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"2.land#0bn.ar_2020",.015430074,.000077313787,199.57727,0,.015278541,.015581607,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"2.land#1.ar_2020",.022944193,.00017640919,130.06235,0,.022598438,.023289949,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"3.land#0bn.ar_2020",.025229402,.00011124313,226.79514,0,.02501137,.025447434,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"3.land#1.ar_2020",.042665876,.00024676826,172.89856,0,.042182218,.043149535,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"_cons",.013629826,.000020562655,662.84369,0,.013589524,.013670128,35253644,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe unemp_inc ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","unemp_inc","margins land##ar_2020, grand post","b V","margins","unemp_inc_land","unemp_inc","land","onemodel_full_population"
"0bn.land",1.2482055e-06,2.2634313e-06,.55146605,.58131421,-3.1880384e-06,5.6844492e-06,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
"1.land",.000010799085,6.6349031e-07,16.276176,0,9.4986681e-06,.000012099503,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
"2.land",.000038748141,3.3251888e-06,11.652915,0,.000032230892,.000045265391,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
"3.land",.00012737459,5.7737170e-06,22.061108,0,.00011605831,.00013869087,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
"0bn.ar_2020",-6.5106796e-08,9.3852952e-09,-6.9371071,4.0021320e-12,-8.3501639e-08,-4.6711957e-08,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
"1.ar_2020",.00012697288,4.0875479e-06,31.063337,0,.00011896143,.00013498432,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
"0bn.land#0bn.ar_2020",-9.1754953e-07,8.2286527e-07,-1.1150665,.26482192,-2.5303359e-06,6.9523679e-07,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
"0bn.land#1.ar_2020",.000010491568,.000010439284,1.0050085,.31489277,-9.9690533e-06,.000030952189,35772524,3,0,0,0,0,0,0,1,1,0,"land ar_2020 _term","Predictive margins","cluster","Robust","delta","Delta-method","i(0 1 2 3)b0.land i(0 1)b0.ar_2020 0b.land#0b.ar_2020 0b.land#1o.ar_2020 1o.land#0b.ar_2020 1.land#1.ar_2020 2o.land#0b.ar_2020 2.land#1.ar_2020 3o.land#0b.ar_2020 3.land#1.ar_2020","Linear prediction","predict()","Linear prediction","strict","_no_predict","reghdfe","reghdfe hosp_unemp ib1.land##ib0.ar_2020 ib1.utbildning##ib0.ar_2020 ib1.inkomst##ib0.ar_2020 ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","hosp_unemp","margins land##ar_2020, grand post","b V","margins","hosp_unemp_land","hosp_unemp","land","onemodel_full_population"
