var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,rank,df_r,N_hdfe,N_hdfe_extended,df_a,df_a_initial,df_a_redundant,df_a_nested,ic,drop_singletons,num_singletons,N_full,df_m,tss,tss_within,rss,mss,rmse,F,ll,ll_0,r2_within,r2_a,r2_a_within,N_clust,N_clust1,sumweights,report_constant,N_clustervars,_estimates_name,cmd,properties,dofmethod,absvars,extended_absvars,predict,estat_cmd,footnote,marginsnotok,title,title2,cmdline,title3,depvar,indepvars,clustvar,clustvar1,vcetype,vce,y,x,est
"1.ar_2020",.0073410836,.000065031469,112.88509,0,.0072136242,.007468543,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"1b.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"1b.inkomst#1o.ar_2020",0,0,,,0,0,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"2o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"2.inkomst#1.ar_2020",.00046114073,.000091904803,5.017591,5.2324577e-07,.00028101061,.00064127089,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"3o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"3.inkomst#1.ar_2020",.0012344711,.000094145718,13.112345,0,.0010499489,.0014189933,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"4o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"4.inkomst#1.ar_2020",.0067838063,.00010873297,62.389599,0,.0065706936,.0069969189,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"_cons",.000033565891,9.3588324e-07,35.865471,0,.000031731593,.00003540019,35253644,.0086221434,7,,2,2,38,39,1,0,3,1,0,,7,68431.648,68410.883,67841.617,590.02747,.043867853,9896.5674,60200376,60053084,.0083212694,.0086209057,.0083210729,,,,1,1,"pos_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","inkomst","full_population"
"1b.inkomst",0,0,,,0,0,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"2.inkomst",-.0046051596,.000069121947,-66.623695,0,-.0047406363,-.0044696829,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"3.inkomst",-.0096387668,.000064637192,-149.12106,0,-.0097654536,-.0095120799,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"4.inkomst",-.011687902,.000063691528,-183.50795,0,-.011812735,-.011563068,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"0b.ar_2020",0,0,,,0,0,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"1.ar_2020",.010520981,.000135111,77.869164,0,.010256168,.010785794,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"1b.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"1b.inkomst#1o.ar_2020",0,0,,,0,0,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"2o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"2.inkomst#1.ar_2020",-.0021324996,.00017919684,-11.900319,1.1797327e-32,-.002483719,-.0017812802,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"3o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"3.inkomst#1.ar_2020",-.0053775576,.0001647304,-32.644596,0,-.0057004234,-.0050546918,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"4o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"4.inkomst#1.ar_2020",-.0063536679,.00015966214,-39.794453,0,-.0066666002,-.0060407356,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"_cons",.018770838,.000053840504,348.63785,0,.018665312,.018876364,35253644,.010243407,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,469096.97,4854.8813,.11535318,10102.737,26116560,26071666,.0025437179,.010242172,.0025435199,,,,1,1,"unemp_inc_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","inkomst","full_population"
"1b.inkomst",0,0,,,0,0,35772524,.00016474705,7,,2,2,38,39,1,0,3,1,1,,7,968.97375,968.95569,968.81409,.15963556,.0052041006,138.44743,137343968,137341360,.00014611216,.00016351725,.00014591651,,,,1,1,"hosp_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","inkomst","full_population"
"2.inkomst",8.0653587e-07,1.0894576e-07,7.4030952,1.3305951e-13,5.9300606e-07,1.0200657e-06,35772524,.00016474705,7,,2,2,38,39,1,0,3,1,1,,7,968.97375,968.95569,968.81409,.15963556,.0052041006,138.44743,137343968,137341360,.00014611216,.00016351725,.00014591651,,,,1,1,"hosp_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","inkomst","full_population"
"3.inkomst",-2.2544948e-07,6.7506726e-08,-3.3396597,.000838815,-3.5776026e-07,-9.3138709e-08,35772524,.00016474705,7,,2,2,38,39,1,0,3,1,1,,7,968.97375,968.95569,968.81409,.15963556,.0052041006,138.44743,137343968,137341360,.00014611216,.00016351725,.00014591651,,,,1,1,"hosp_unemp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","inkomst","full_population"
