var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,N_clustervars,report_constant,sumweights,N_clust1,N_clust,r2_a_within,r2_a,r2_within,ll_0,ll,F,rmse,mss,rss,tss_within,tss,df_m,N_full,num_singletons,drop_singletons,ic,df_a_nested,df_a_redundant,df_a_initial,df_a,N_hdfe_extended,N_hdfe,df_r,rank,vce,vcetype,clustvar1,clustvar,indepvars,depvar,title3,cmdline,title2,title,marginsnotok,footnote,estat_cmd,predict,extended_absvars,absvars,dofmethod,properties,cmd,_estimates_name,y,est,x
"0.land#1.ar_2020",.023417847,.010213612,2.2928076,.021859111,.0033995332,.043436162,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"1b.land#0b.ar_2020",0,0,,,0,0,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"1b.land#1o.ar_2020",0,0,,,0,0,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"2o.land#0b.ar_2020",0,0,,,0,0,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"2.land#1.ar_2020",-.00056376908,.0004531031,-1.2442402,.21341123,-.0014518349,.00032429682,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"3o.land#0b.ar_2020",0,0,,,0,0,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"3.land#1.ar_2020",.0022963572,.00042357767,5.4213367,5.9156783e-08,.0014661601,.0031265542,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"_cons",.18336269,.000098599106,1859.6791,0,.18316944,.18355595,35772528,.042013384,1,1,,,,.00051631854,.042012207,.00051651412,-15578357,-15569116,2188.3052,.37392038,219348.95,5001581.5,5004166,5220930.5,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","operation","Statistics robust to heteroskedasticity","reghdfe operation ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","operation_land","operation","full_population","land"
"0.land",-.0079927351,.00085636461,-9.3333321,1.0261932e-20,-.0096711796,-.0063142912,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"1b.land",0,0,,,0,0,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"2.land",-.0025525731,.000067656067,-37.728664,0,-.0026851767,-.0024199695,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"3.land",-.003411466,.000047816873,-71.344398,0,-.0035051855,-.0033177466,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"0b.ar_2020",0,0,,,0,0,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"1.ar_2020",-.00091024442,.000053176904,-17.117289,0,-.0010144692,-.00080601958,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"0o.land#0b.ar_2020",0,0,,,0,0,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"0.land#1.ar_2020",.0043451553,.0023331507,1.8623552,.06255307,-.00022773672,.008918047,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"1b.land#0b.ar_2020",0,0,,,0,0,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"1b.land#1o.ar_2020",0,0,,,0,0,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"2o.land#0b.ar_2020",0,0,,,0,0,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"2.land#1.ar_2020",.0000824526,.00013790709,.59788513,.54991663,-.00018784037,.00035274556,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"3o.land#0b.ar_2020",0,0,,,0,0,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"3.land#1.ar_2020",.00047655802,.000098146382,4.8555841,1.2003469e-06,.00028419463,.00066892145,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"_cons",.013481439,.000025015359,538.92645,0,.01343241,.013530469,35772528,.0095302509,1,1,,,,.00012101805,.0095290327,.00012121371,27752862,27755030,1041.2144,.11137933,4269.9365,443770.38,443824.16,448040.31,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_land","cancer","full_population","land"
"0.land",-.0089044627,.0024693436,-3.606004,.00031095027,-.013744288,-.0040646372,35772528,.0015774985,1,1,,,,5.9467828e-07,.0015762704,7.9035925e-07,14078805,14078819,4.406415,.16324502,1506.203,953298.5,953299.25,954804.75,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_land","antidepressiva","full_population","land"
"1b.land",0,0,,,0,0,35772528,.0015774985,1,1,,,,5.9467828e-07,.0015762704,7.9035925e-07,14078805,14078819,4.406415,.16324502,1506.203,953298.5,953299.25,954804.75,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_land","antidepressiva","full_population","land"
"2.land",.00031119707,.00010204382,3.0496416,.0022911537,.00011119483,.00051119929,35772528,.0015774985,1,1,,,,5.9467828e-07,.0015762704,7.9035925e-07,14078805,14078819,4.406415,.16324502,1506.203,953298.5,953299.25,954804.75,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_land","antidepressiva","full_population","land"
"3.land",.000024148465,.00010481611,.23038886,.81778961,-.00018128737,.0002295843,35772528,.0015774985,1,1,,,,5.9467828e-07,.0015762704,7.9035925e-07,14078805,14078819,4.406415,.16324502,1506.203,953298.5,953299.25,954804.75,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_land","antidepressiva","full_population","land"
"0b.ar_2020",0,0,,,0,0,35772528,.0015774985,1,1,,,,5.9467828e-07,.0015762704,7.9035925e-07,14078805,14078819,4.406415,.16324502,1506.203,953298.5,953299.25,954804.75,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_land","antidepressiva","full_population","land"
"1.ar_2020",-.00017625451,.000075683463,-2.3288379,.019867681,-.00032459141,-.000027917629,35772528,.0015774985,1,1,,,,5.9467828e-07,.0015762704,7.9035925e-07,14078805,14078819,4.406415,.16324502,1506.203,953298.5,953299.25,954804.75,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_land","antidepressiva","full_population","land"
"0o.land#0b.ar_2020",0,0,,,0,0,35772528,.0015774985,1,1,,,,5.9467828e-07,.0015762704,7.9035925e-07,14078805,14078819,4.406415,.16324502,1506.203,953298.5,953299.25,954804.75,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_land","antidepressiva","full_population","land"
